exercise_name,matched_video_title,video_url,confidence,needs_review
treadmill (non motorized),,,0.00,TRUE
DB Loaded Vert Jump,DB Broad Jump,https://www.youtube.com/watch?v=tHkkzoZFd38,0.50,TRUE
Thoracic spine rotation end range liftoffs,,,0.00,TRUE
speed incline bench press,Incline DB Bench Press,https://www.youtube.com/watch?v=AOktha2jCuw,0.55,TRUE
db tricep extensions w/bench,DB Tricep Extensions,https://www.youtube.com/watch?v=3yBziKffkUI,0.67,TRUE
speed bb box squat,BB Squat,https://www.youtube.com/watch?v=jW1CPvulxhU,0.53,TRUE
SL Lateral Lunge from slider,KB SL Lateral Lunge With Slider,https://www.youtube.com/watch?v=1iFPgK98kPA,0.68,TRUE
SL Hip Abduction End Range Lift Offs,Single Leg Hip Swings,https://www.youtube.com/watch?v=OGGR4LV3UNs,0.37,TRUE
shoulder extension lift offs,Bench Supported Shoulder Lift Offs,https://www.youtube.com/watch?v=56_03Vbuqoc,0.46,TRUE
Seated Hip IR's with ankle weights,,,0.00,TRUE
seated db shoulder er/ir rotations,Seated DB Shoulder IR,https://www.youtube.com/watch?v=viYiTrVS41M,0.67,TRUE
T-spine Extension PAILs/RAILs,T Spine Flexion Extension From Bench,https://www.youtube.com/watch?v=k2TTn5h6ORM,0.42,TRUE
flutter kicks,Flutter Kicks,https://www.youtube.com/watch?v=ryqK90kIoLw,1.00,false
front foot elevated tempo bw split squats,Front Foot Elevated Split Squat Hold,https://www.youtube.com/watch?v=NsbGSLJKpTQ,0.49,TRUE
sa low cable bicep curl,Cable Bicep Curl,https://www.youtube.com/watch?v=WmaxT1BUfJg,0.51,TRUE
sa lat db rows,SA DB Row,https://www.youtube.com/watch?v=NUSVbpODY3k,0.63,TRUE
sa landmine row,SA DB Row,https://www.youtube.com/watch?v=NUSVbpODY3k,0.62,TRUE
banded oh press variation,Banded OH Shoulder Press,https://www.youtube.com/watch?v=0zc-IfZUy74,0.58,TRUE
half kneeling lateral leg end range lift offs,,,0.00,TRUE
Half Kneeling Lateral Leg PAILs/RAILs,,,0.00,TRUE
banded overhand tricep pulldown with PVC pipe,,,0.00,TRUE
90/90 IR Pails/Railss,90/90 ER IR Club Swings,https://www.youtube.com/watch?v=S3nMIUwltRc,0.38,TRUE
waiter walk sled walk,KB Waiter Walk Sled Walk,https://www.youtube.com/watch?v=Fn4yfjiX1CU,0.71,TRUE
reverse walking lunge,Reverse Lunge With Twist,https://www.youtube.com/watch?v=FI1VUh-ZHHw,0.51,TRUE
Hip ER: Flexion PRH,,,0.00,TRUE
TRX hamstring curls,TRX Bridges,https://www.youtube.com/watch?v=TzoOmNDtngk,0.58,TRUE
Plank Shoulder taps,Shoulder Taps,https://www.youtube.com/watch?v=kwXX1uAnwRw,0.67,TRUE
TRX push ups,TRX Push Up,https://www.youtube.com/watch?v=LC1ft-_JmeY,0.79,TRUE
Banded Front Raises,Banded RFESS,https://www.youtube.com/watch?v=GJG6L57rU2I,0.36,TRUE
Barbell RDL,Barbell RDL,https://www.youtube.com/watch?v=19BGKeWnBpk,1.00,false
floor db press,DB Press Outs,https://www.youtube.com/watch?v=nN4s53qn16U,0.48,TRUE
approach box jump,Approach Box Jumps,https://www.youtube.com/watch?v=3AMmvd0UOBM,0.68,TRUE
step up (plyos),,,0.00,TRUE
floor press,,,0.00,TRUE
sl banded kb rdl,Banded SL KB RDL,https://www.youtube.com/watch?v=qK58L7ft-lk,0.88,false
Walking Lunge backwards,,,0.00,TRUE
Feet Elevated TRX Row,TRX Inverted Elevated Row,https://www.youtube.com/watch?v=E8fZLrjaKfY,0.54,TRUE
Banded Plyo Push Ups,Banded Push Up,https://www.youtube.com/watch?v=EIi2Wf1Yqs4,0.52,TRUE
half kneeling bottoms up press,Kneeling Push Up Falls,https://www.youtube.com/watch?v=GVS2Lu94Zto,0.36,TRUE
sit ups,,,0.00,TRUE
BB RDL,Barbell RDL,https://www.youtube.com/watch?v=19BGKeWnBpk,1.00,false
BB reverse lunge,DB Reverse Lunge,https://www.youtube.com/watch?v=WpPDPqCSZoI,0.63,TRUE
trx pike,TRX Bridges,https://www.youtube.com/watch?v=TzoOmNDtngk,0.69,TRUE
standing leg curl,Leg Curl,https://www.youtube.com/watch?v=p6p9tn_z8xs,0.59,TRUE
plyo push up to box,Push Up,https://www.youtube.com/watch?v=6IjDFL2BdKs,0.47,TRUE
Belt Squat,Belt Squat,https://www.youtube.com/watch?v=lB6uYvlRaVs,1.00,false
A skip,,,0.00,TRUE
dynamic banded hamstring curl,Prone Banded Hamstring Curl,https://www.youtube.com/watch?v=Wxduvzpm_wA,0.66,TRUE
hanging straight leg raise with mb,Hanging Straight Leg Raises,https://www.youtube.com/watch?v=Za1DUWepySM,0.66,TRUE
Hip Flexion Lift Offs,Bench Lift Offs,https://www.youtube.com/watch?v=iSagGNsCQMs,0.45,TRUE
Floor BB Press,Barbell Rows,https://www.youtube.com/watch?v=VruOUqnu-_I,0.36,TRUE
oh mb throws,Seated Overhead MB Tosses,https://www.youtube.com/watch?v=jSTWTcB2Pxc,0.46,TRUE
Seated Banded Lat Pulldown,,,0.00,TRUE
straight leg med ball transfers,Lying Med Ball Press,https://www.youtube.com/watch?v=2wFMMBNeeyY,0.36,TRUE
Bike / Jog,Bike,https://www.youtube.com/watch?v=pZdGXKCcWTA,0.50,TRUE
sumo ankle weighted knee jumps,SL Weighted Knee Tuck,https://www.youtube.com/watch?v=FM9JbYP4zKw,0.39,TRUE
Floor BB Press's,,,0.00,TRUE
SL Glute Bridge w/MB,SL Elevated Glute Bridges,https://www.youtube.com/watch?v=ei593QBtVvA,0.46,TRUE
Split stance cross body MB throws,Split Stance Jumps,https://www.youtube.com/watch?v=2kZMtdOR0NQ,0.35,TRUE
ssb front box squat,SSB Box Squat,https://www.youtube.com/watch?v=efgDoPBsTtg,0.80,TRUE
side planks,Side Plank,https://www.youtube.com/watch?v=WjcZhsb0a6M,0.56,TRUE
DB banded Side Bends,DB Side Bend,https://www.youtube.com/watch?v=zeYcJfyHcII,0.52,TRUE
ssb reverse lunges,SSB Reverse Lunge,https://www.youtube.com/watch?v=2lS_OJyOEqM,0.79,TRUE
Quadruped Shoulder Cars With Rotation,Quadruped Shoulder CARS,https://www.youtube.com/watch?v=g18n6Hmp7YY,0.94,false
ssb sumo box squat,SSB Sumo Box Squat,https://www.youtube.com/watch?v=UvN1sAt6NnQ,1.00,false
Standing Hammer Curl,,,0.00,TRUE
conventional DB RDL,DB RDL,https://www.youtube.com/watch?v=iGiH7rOYLhM,0.72,TRUE
seated vert jump,Seated Broad Jump,https://www.youtube.com/watch?v=dW3nVjzozkg,0.58,TRUE
standing hammer curls alternating,DB Hammer Curls,https://www.youtube.com/watch?v=ESj6wvb-qyk,0.40,TRUE
Chest Supported Ys,,,0.00,TRUE
chest supported Ts,,,0.00,TRUE
chest supported OH shoulder lift offs,Bench Supported Shoulder Lift Offs,https://www.youtube.com/watch?v=56_03Vbuqoc,0.61,TRUE
seated lat pulldown variation,,,0.00,TRUE
cartwheel,,,0.00,TRUE
walkouts,Frog Walkouts,https://www.youtube.com/watch?v=_XbN8Sqxde8,0.55,TRUE
t-spine mobs from bench,T Spine Flexion Extension From Bench,https://www.youtube.com/watch?v=k2TTn5h6ORM,0.58,TRUE
BW RFESS Medial Band Pull,,,0.00,TRUE
BW reverse lunghe,DB Reverse Lunge,https://www.youtube.com/watch?v=WpPDPqCSZoI,0.36,TRUE
standing vertical jump,,,0.00,TRUE
Stationary Cable Core Eccentric,,,0.00,TRUE
banded serratus wall slide,Banded 3 Way Wall Slides,https://www.youtube.com/watch?v=ixyCQFwKG_U,0.45,TRUE
Step back Mb scoop toss,Step Back Throws,https://www.youtube.com/watch?v=jVmTP5fkCc0,0.41,TRUE
Wall Slide w/Lift Off to Swimmers,Y Wall Slides To Lift Off,https://www.youtube.com/watch?v=62kr6q5WACU,0.45,TRUE
bosu shoulder circles,Shoulder Touches,https://www.youtube.com/watch?v=VPEt_3OrTPo,0.38,TRUE
y wall slide,Y Wall Slide,https://www.youtube.com/watch?v=Tn1matbVpbU,1.00,false
pallof sled walks,OH Pull Sled Walks,https://www.youtube.com/watch?v=M0CHCdXBqeQ,0.44,TRUE
pendelay row,,,0.00,TRUE
sumo ssb box squat,SSB Sumo Box Squat,https://www.youtube.com/watch?v=UvN1sAt6NnQ,0.87,false
SA Cable Raise Across Body High to Low,SA Cable Rows,https://www.youtube.com/watch?v=vvU0YrO7hXM,0.39,TRUE
Pendlay row,,,0.00,TRUE
pigeon stretch,Quad Stretch,https://www.youtube.com/watch?v=yJm3laGBvQs,0.43,TRUE
Pigeon Stretch w/ Bench,,,0.00,TRUE
Plank,Plank,https://www.youtube.com/watch?v=62hp4623Cq0,1.00,false
plank competition,Plank,https://www.youtube.com/watch?v=62hp4623Cq0,0.42,TRUE
banded shoulder press,Banded OH Shoulder Press,https://www.youtube.com/watch?v=0zc-IfZUy74,0.73,TRUE
Hanging Straight Leg Raises against bands,Hanging Straight Leg Raises,https://www.youtube.com/watch?v=Za1DUWepySM,0.66,TRUE
rows from belt squat machine,Belt Squat Marches,https://www.youtube.com/watch?v=Tr-RfqI9qsk,0.40,TRUE
Banded shoulder ER walk outs,Banded Shoulder Flys,https://www.youtube.com/watch?v=vCiFm6gbpcQ,0.46,TRUE
Tall Kneeling OH MB Throw,Tall Kneeling MB Throw,https://www.youtube.com/watch?v=vmKoSZm2X4I,0.76,TRUE
diagonal bound,,,0.00,TRUE
sled chest press,Sled Sprints,https://www.youtube.com/watch?v=13msPgWZ0r8,0.35,TRUE
1 arm push up with slide,Push Up Plank,https://www.youtube.com/watch?v=xlcM4qbrMT0,0.39,TRUE
Depth jump (to no boxes),,,0.00,TRUE
Depth jump (to no box),Skater Jump to Box Jump,https://www.youtube.com/watch?v=pKylDPcebEE,0.42,TRUE
depth drop to vertical jump,Depth Drop,https://www.youtube.com/watch?v=2Z9hiz6gCIg,0.47,TRUE
Speed DB Bench Press Banded,Banded DB Bench Press,https://www.youtube.com/watch?v=6QF6GzI-_mc,0.75,TRUE
Speed sumo box squat,Bow Bar Sumo Box Squat,https://www.youtube.com/watch?v=pfIILpjKhgc,0.57,TRUE
roll out forearms,,,0.00,TRUE
Split Squat Double Switch Jumps,Split Stance Jumps,https://www.youtube.com/watch?v=2kZMtdOR0NQ,0.39,TRUE
split stance 1 arm row @ 45,Split Stance Jumps,https://www.youtube.com/watch?v=2kZMtdOR0NQ,0.40,TRUE
roll out biceps,,,0.00,TRUE
Split Stance 1 Arm Row @45,Split Stance Jumps,https://www.youtube.com/watch?v=2kZMtdOR0NQ,0.40,TRUE
split stance 1-arm row @ 45,Split Stance Jumps,https://www.youtube.com/watch?v=2kZMtdOR0NQ,0.40,TRUE
bent over db row w/ band,Bent Over DB Row,https://www.youtube.com/watch?v=C74h20RRuaw,0.70,TRUE
inverted bb row,Inverted BB Row,https://www.youtube.com/watch?v=tX4m7aPc9os,1.00,false
SA Side Plank,SA Plank Slides,https://www.youtube.com/watch?v=sDXICrkGXSM,0.59,TRUE
Foot Elevated Lateral Lunge,Lateral Lunge,https://www.youtube.com/watch?v=w6C-U9OrCrQ,0.49,TRUE
Banded Hip IR w/bench,Quadruped Stance SL Banded HIP IR With Bench,https://www.youtube.com/watch?v=miFkduI6NiU,0.41,TRUE
sumo banded pull throughs,Banded Sumo Pull Throughs,https://www.youtube.com/watch?v=NUJ_IR9SQt8,0.84,TRUE
Sumo Cable Pull Throughs,Banded Sumo Pull Throughs,https://www.youtube.com/watch?v=NUJ_IR9SQt8,0.58,TRUE
mb shoulder plyo wall taps,Shoulder Taps,https://www.youtube.com/watch?v=kwXX1uAnwRw,0.44,TRUE
mb shoulder plyos,Shoulder Plank,https://www.youtube.com/watch?v=BSvuY8u2Pvw,0.41,TRUE
Frog Walk,Frog Walkouts,https://www.youtube.com/watch?v=_XbN8Sqxde8,0.48,TRUE
md shoulder dribble,,,0.00,TRUE
rapid fire scoop toss throws,Rapid Fire Plate Grips,https://www.youtube.com/watch?v=5AwWDfPwvUA,0.39,TRUE
Banded Landmine Throws,Standing Landmine Rotations,https://www.youtube.com/watch?v=bKVdVi1Ci9E,0.36,TRUE
Front Foot Elevated DB Split Squat Hold,Front Foot Elevated Split Squat Hold,https://www.youtube.com/watch?v=NsbGSLJKpTQ,0.83,TRUE
front foot elevated DB split squats,Front Foot Elevated Split Squat Hold,https://www.youtube.com/watch?v=NsbGSLJKpTQ,0.56,TRUE
loaded RFESS jumps,Skater Jumps,https://www.youtube.com/watch?v=FClFewZHCVU,0.35,TRUE
prone oh shoulder flexion end range lift-offs,,,0.00,TRUE
quadruped ball drops,Quadruped Reaches,https://www.youtube.com/watch?v=vPE6B3TjEOI,0.37,TRUE
anterior loaded lateral landmine lunges,Lateral Landmine Lunge,https://www.youtube.com/watch?v=I27AR3Xn6js,0.43,TRUE
hip flexion rotational hovers,,,0.00,TRUE
SA DB snatches,SA DB Row,https://www.youtube.com/watch?v=NUSVbpODY3k,0.65,TRUE
t spine extensions pails/rails,Pails/Rails,https://www.youtube.com/watch?v=ryKSc3QFXJo,0.39,TRUE
"sa db row from bench, eccentric",SA DB Bench Lat Row,https://www.youtube.com/watch?v=zjjSdWLyot4,0.62,TRUE
Loaded Hip Car,Standing Hip CAR,https://www.youtube.com/watch?v=J-6TMrUwgYc,0.74,TRUE
Loaded ENG Shoulder IR (Band/plates),,,0.00,TRUE
quadruped hip cars,Quadruped Shoulder CARS,https://www.youtube.com/watch?v=g18n6Hmp7YY,0.74,TRUE
No Hand Leg Raises,Leg Raises,https://www.youtube.com/watch?v=JqSZtj44_R0,0.52,TRUE
half kneeling high cable chop,High Cable Pull,https://www.youtube.com/watch?v=3694cgLt5aI,0.35,TRUE
Half kneeling KB OH press,Kneeling SA KB Press,https://www.youtube.com/watch?v=UDIuMnCQ05c,0.43,TRUE
jog,,,0.00,TRUE
Half Kneeling Lateral Pail/Rails,,,0.00,TRUE
nordic hamstring curlss,Nordic Hamstring Curl,https://www.youtube.com/watch?v=BEmD-Uhcz8c,0.67,TRUE
t reverse sled walks,OH Pull Sled Walks,https://www.youtube.com/watch?v=M0CHCdXBqeQ,0.42,TRUE
OH DB Side Bends,Weighted OH Side Bends,https://www.youtube.com/watch?v=gRnF2nm52tQ,0.57,TRUE
anterior loaded db rfess,,,0.00,TRUE
oh lateral flexion holds half kneeling,,,0.00,TRUE
Lateral Hurdle Jumps (Continuous),Hurdle Jumps,https://www.youtube.com/watch?v=6hnegrubb3k,0.45,TRUE
half kneeling SA Cable Row w/ T-Spine Rotations,Kneeling SA Landmine Tosses,https://www.youtube.com/watch?v=l1wnZVH107Q,0.35,TRUE
hurdle hop to vert jumps,Hurdle Jumps,https://www.youtube.com/watch?v=6hnegrubb3k,0.53,TRUE
Step ups,DB Step Ups,https://www.youtube.com/watch?v=KExxTPKs0v4,0.59,TRUE
Wall Sit Explosive Jumps,Wall Sit With Knee Lift,https://www.youtube.com/watch?v=YHKptWJJFWo,0.38,TRUE
shoulder taps,Shoulder Taps,https://www.youtube.com/watch?v=kwXX1uAnwRw,1.00,false
sl abductor dips,Single Leg Hops,https://www.youtube.com/watch?v=afPTCjMfbbI,0.47,TRUE
Banded Shoulder Raises,Banded Shoulder Flys,https://www.youtube.com/watch?v=vCiFm6gbpcQ,0.61,TRUE
db shrugs,DB Shoulder Shrugs,https://www.youtube.com/watch?v=orx4_8WN5jY,0.65,TRUE
seated wall slides,Seated Wall Flutters,https://www.youtube.com/watch?v=-JQkh0NUtts,0.60,TRUE
Band Assisted ER,,,0.00,TRUE
KB baseball swings,KB Squats,https://www.youtube.com/watch?v=UanKNRvFoJY,0.37,TRUE
TRX push up w/ scapula rotation,TRX Push Up,https://www.youtube.com/watch?v=LC1ft-_JmeY,0.62,TRUE
side lying elevated V-ups,Side Lying Flutters,https://www.youtube.com/watch?v=J59-KN5rM80,0.44,TRUE
Hurdle Jump to Box Jump,Skater Jump to Box Jump,https://www.youtube.com/watch?v=pKylDPcebEE,0.58,TRUE
Half Kneeling MB Slams,Tall Kneeling MB Throw,https://www.youtube.com/watch?v=vmKoSZm2X4I,0.47,TRUE
leg raises with hip raise,Leg Raises,https://www.youtube.com/watch?v=JqSZtj44_R0,0.50,TRUE
Side Lying Crunches,Side Lying Crunches,https://www.youtube.com/watch?v=vY9XzBlNPGo,1.00,false
Y-wall slide,Y Wall Slide,https://www.youtube.com/watch?v=Tn1matbVpbU,1.00,false
Half Kneeling Sit Back,Kneeling Sit Backs,https://www.youtube.com/watch?v=eMOziLcs684,0.53,TRUE
Shoulder Adduction Lift offs,Bench Supported Shoulder Lift Offs,https://www.youtube.com/watch?v=56_03Vbuqoc,0.46,TRUE
lunge holds,,,0.00,TRUE
landmine squat,BB Squat,https://www.youtube.com/watch?v=jW1CPvulxhU,0.40,TRUE
Prone Elevated Shoulder ERs,Elevated Shoulder Plank Rebounds,https://www.youtube.com/watch?v=_QwKc3a5FgI,0.38,TRUE
speed DB incline bench press,Incline DB Bench Press,https://www.youtube.com/watch?v=AOktha2jCuw,0.70,TRUE
broad jump to vert jump,Hurdle Jump to Vert Jumpt,https://www.youtube.com/watch?v=FBeABfFrMOE,0.53,TRUE
Half Kneeling SA Banded Row w/T Spine Rotations,Banded T-Spine Rotations,https://www.youtube.com/watch?v=47-uA7_O9F8,0.41,TRUE
Split Stance lunge alternating jumps,Split Stance Jumps,https://www.youtube.com/watch?v=2kZMtdOR0NQ,0.56,TRUE
seated cable row,Inverted BB Row,https://www.youtube.com/watch?v=tX4m7aPc9os,0.36,TRUE
db step up,DB Step Ups,https://www.youtube.com/watch?v=KExxTPKs0v4,0.68,TRUE
cable tricep kick backs,Cable Tricep Pushdown,https://www.youtube.com/watch?v=PxAxnWiOl-g,0.47,TRUE
B skip,,,0.00,TRUE
dynamic banded hamstring  curls,Prone Banded Hamstring Curl,https://www.youtube.com/watch?v=Wxduvzpm_wA,0.49,TRUE
1 mile run on treadmill,,,0.00,TRUE
6 exercise shoulder series,Shoulder Taps,https://www.youtube.com/watch?v=kwXX1uAnwRw,0.39,TRUE
ab-wheel,Ab Wheel,https://www.youtube.com/watch?v=OrZDosQVS9E,1.00,false
ab-wheels,Ab Wheel,https://www.youtube.com/watch?v=OrZDosQVS9E,0.56,TRUE
Alternating Standing Hammer Curls,Seated DB Hammer Curls,https://www.youtube.com/watch?v=g1MPGaVoiU4,0.41,TRUE
anterior loaded alternating lateral landmine lunges,,,0.00,TRUE
Anterior Loaded Landmine Lateral Lunge,Lateral Landmine Lunge,https://www.youtube.com/watch?v=I27AR3Xn6js,0.56,TRUE
anterior loaded lateral lunge,Lateral Lunge,https://www.youtube.com/watch?v=w6C-U9OrCrQ,0.48,TRUE
Approach Box Squat,Approach Box Jumps,https://www.youtube.com/watch?v=3AMmvd0UOBM,0.59,TRUE
approach vert jump,Hurdle Jump to Vert Jumpt,https://www.youtube.com/watch?v=FBeABfFrMOE,0.42,TRUE
Approach Vertical Jump,Approach Box Jumps,https://www.youtube.com/watch?v=3AMmvd0UOBM,0.36,TRUE
Approach Vertical Jumps,Approach Box Jumps,https://www.youtube.com/watch?v=3AMmvd0UOBM,0.56,TRUE
assisted chin up (feet elevated),,,0.00,TRUE
assisted sl db rdl,DB SL RDL,https://www.youtube.com/watch?v=0boQhHz89v8,0.75,TRUE
banded back extension,Leg Extension,https://www.youtube.com/watch?v=M2zdNOS6dU4,0.36,TRUE
banded good morning,Bow Bar Good Morning,https://www.youtube.com/watch?v=ia78QfRqFeE,0.52,TRUE
banded hip flexor lift offs,Bench Lift Offs,https://www.youtube.com/watch?v=iSagGNsCQMs,0.39,TRUE
Banded OH Triceps w/PVC Pipe,,,0.00,TRUE
Banded Overhead Triceps,Banded OH Shoulder Press,https://www.youtube.com/watch?v=0zc-IfZUy74,0.49,TRUE
Banded Pec fly;s,Banded Pec Flys,https://www.youtube.com/watch?v=hZdVesAuHHs,0.61,TRUE
banded ploy push ups,Banded Push Up,https://www.youtube.com/watch?v=EIi2Wf1Yqs4,0.52,TRUE
Banded Push Up,Banded Push Up,https://www.youtube.com/watch?v=EIi2Wf1Yqs4,1.00,false
Banded RDLs,Banded RFESS,https://www.youtube.com/watch?v=GJG6L57rU2I,0.50,TRUE
Banded scap circles,Banded Bicep Curls,https://www.youtube.com/watch?v=YcojJvP99qk,0.39,TRUE
Banded Shoulder ER Holds,Banded Shoulder Flys,https://www.youtube.com/watch?v=vCiFm6gbpcQ,0.54,TRUE
Banded shoulder roll,Banded Shoulder Flys,https://www.youtube.com/watch?v=vCiFm6gbpcQ,0.62,TRUE
Banded Shoulder Rolls,Banded Shoulder Flys,https://www.youtube.com/watch?v=vCiFm6gbpcQ,0.64,TRUE
banded sprint,Banded RFESS,https://www.youtube.com/watch?v=GJG6L57rU2I,0.42,TRUE
Banded Thread The Needle,Thread The Needle,https://www.youtube.com/watch?v=A9vk9uKQW8g,0.66,TRUE
banded Y wall slide w/lift off,Y Wall Slides To Lift Off,https://www.youtube.com/watch?v=62kr6q5WACU,0.58,TRUE
"banded Y,T,A,W hold",,,0.00,TRUE
Bandede Froggers With T-Spine Rotation,Banded T-Spine Rotations,https://www.youtube.com/watch?v=47-uA7_O9F8,0.44,TRUE
barbell back squat,BB Squat,https://www.youtube.com/watch?v=jW1CPvulxhU,0.69,TRUE
barbell glute bridge,Glute Bridge Slides,https://www.youtube.com/watch?v=wviGNxKU-ZI,0.40,TRUE
barbell hamstring stretch,Banded Lying Down Hamstring Stretch,https://www.youtube.com/watch?v=dsf5QihcON4,0.45,TRUE
Barbell Rotations,Barbell Catches,https://www.youtube.com/watch?v=pHaeH_UDSXA,0.46,TRUE
Baseball Sprint Start,,,0.00,TRUE
BB Bent Over Row Over Hand Grip,Bent Over DB Row,https://www.youtube.com/watch?v=C74h20RRuaw,0.40,TRUE
BB Floor Press,Barbell Catches,https://www.youtube.com/watch?v=pHaeH_UDSXA,0.36,TRUE
bear sit wall slide,Y Wall Slide,https://www.youtube.com/watch?v=Tn1matbVpbU,0.47,TRUE
Bent DB Row w/ Band,Bent Over DB Row,https://www.youtube.com/watch?v=C74h20RRuaw,0.50,TRUE
Bent Over DB Row with Band,Bent Over DB Row,https://www.youtube.com/watch?v=C74h20RRuaw,0.81,TRUE
bent over row w/band,Bent Over DB Row,https://www.youtube.com/watch?v=C74h20RRuaw,0.48,TRUE
bow bar front squats,Bow Bar Box Squat,https://www.youtube.com/watch?v=vu-KJqB1kT8,0.50,TRUE
box drop plyo push-ups,Medicine Ball Push Ups,https://www.youtube.com/watch?v=_MMiLU6R3xA,0.35,TRUE
Box Squat w/ Plate Raise,,,0.00,TRUE
BW Double Leg Bounds w/hurdles,,,0.00,TRUE
Cable Bicep Curl,Cable Bicep Curl,https://www.youtube.com/watch?v=WmaxT1BUfJg,1.00,false
cable quadruped shoulder ER/IR,Cable Machine Shoulder ER,https://www.youtube.com/watch?v=0GnWYYy44Vs,0.57,TRUE
Cable Tricep Kickback,Cable Tricep Pushdown,https://www.youtube.com/watch?v=PxAxnWiOl-g,0.55,TRUE
Chest supported DB alternating row,Bench Supported DB Row,https://www.youtube.com/watch?v=acz2232xq-U,0.53,TRUE
Chest Supported OH Shoulder Lift Off,Bench Supported Shoulder Lift Offs,https://www.youtube.com/watch?v=56_03Vbuqoc,0.48,TRUE
Controlled Bear Crawl Forward & Backs,Bear Crawl,https://www.youtube.com/watch?v=CwGwvHjnDiI,0.35,TRUE
conventional deadlift low pin pull,Conventional Deadlift,https://www.youtube.com/watch?v=ROw61NrL-YI,0.49,TRUE
crunches,Bicycle Crunches,https://www.youtube.com/watch?v=25IsRcbdwXw,0.50,TRUE
curved sprint,,,0.00,TRUE
DB  tricep extensions,DB Tricep Extensions,https://www.youtube.com/watch?v=3yBziKffkUI,1.00,false
db bench press from floor,DB Bench Press,https://www.youtube.com/watch?v=vtU7w_hyMa4,0.62,TRUE
DB hip stretch,DB I's,https://www.youtube.com/watch?v=jbT_JWOCZcI,0.36,TRUE
DB loaded reverse lunge feet elevated yoga push up,Elevated Yoga Push Up,https://www.youtube.com/watch?v=qBnftxCj6c8,0.42,TRUE
DB Loaded Step Up,DB Step Ups,https://www.youtube.com/watch?v=KExxTPKs0v4,0.50,TRUE
DB Loaded Vertical Jump,DB Broad Jump,https://www.youtube.com/watch?v=tHkkzoZFd38,0.46,TRUE
DB OH side bends,Weighted OH Side Bends,https://www.youtube.com/watch?v=gRnF2nm52tQ,0.65,TRUE
db seated shoulder press,Seated DB Shoulder Press,https://www.youtube.com/watch?v=yNgGE8rH0pA,0.81,TRUE
DB Tricep Extensions w/ Bench,DB Tricep Extensions,https://www.youtube.com/watch?v=3yBziKffkUI,0.67,TRUE
dragon flag,,,0.00,TRUE
Dynamic Rebounds w/ Box,,,0.00,TRUE
eccentric leg lowers,,,0.00,TRUE
Elevated Side Plank Dips,Side Plank,https://www.youtube.com/watch?v=WjcZhsb0a6M,0.47,TRUE
Elevated SL lateral box squat,Elevated SL Squat,https://www.youtube.com/watch?v=EuUl_YOxMPE,0.67,TRUE
Explosive Calf Raise DB,DB Calf Raises,https://www.youtube.com/watch?v=1rczXb9XK0o,0.39,TRUE
Eye Level Banded Face Pull,Banded Face Pulls,https://www.youtube.com/watch?v=gAJbB0i-iL8,0.43,TRUE
Feet Elevated Yoga pushups,Elevated Yoga Push Up,https://www.youtube.com/watch?v=qBnftxCj6c8,0.49,TRUE
Floor Bench Press,DB Bench Press,https://www.youtube.com/watch?v=vtU7w_hyMa4,0.54,TRUE
floor sa db press,SA DB Bench Press,https://www.youtube.com/watch?v=hHs_qMPfkaU,0.65,TRUE
Foam Roll Quad,Quad Foam Roll,https://www.youtube.com/watch?v=TFSWZu7bpgg,0.71,TRUE
forward eccentric lunge with lean,Forward Lunge Leans,https://www.youtube.com/watch?v=mTmwA5MQX5g,0.48,TRUE
forward to backwards leg swings,Walking Leg Swings,https://www.youtube.com/watch?v=YjABGCVJ3xs,0.44,TRUE
FRC Sw,,,0.00,TRUE
FRC Swimmer w/ Wall Lift Off,,,0.00,TRUE
Frogger Walk,Sled Walk,https://www.youtube.com/watch?v=21Jy4mXJVc0,0.40,TRUE
Front foot elevated DB split squat  hold,Front Foot Elevated Split Squat Hold,https://www.youtube.com/watch?v=NsbGSLJKpTQ,0.83,TRUE
glute bridge walks,Glute Bridge Slides,https://www.youtube.com/watch?v=wviGNxKU-ZI,0.59,TRUE
goblet squats,KB Squats,https://www.youtube.com/watch?v=UanKNRvFoJY,0.41,TRUE
Half Kneeling Banded Hip Flexor Lift Offs,,,0.00,TRUE
half kneeling banded Y's,,,0.00,TRUE
half kneeling oh mb throws,Tall Kneeling MB Throw,https://www.youtube.com/watch?v=vmKoSZm2X4I,0.42,TRUE
Half kneeling SA Banded Row w/T Spine rotation,Banded Kneeling SA Landmine Press,https://www.youtube.com/watch?v=5vPuPQx8FFw,0.40,TRUE
Half Kneeling SA Cable Row w/T Spine Rotation,,,0.00,TRUE
half kneeling sprints,,,0.00,TRUE
handing knee tucks,Hanging Knee Tucks,https://www.youtube.com/watch?v=HD0NyTJOMcw,0.68,TRUE
Handstand Push-Ups,Medicine Ball Push Ups,https://www.youtube.com/watch?v=_MMiLU6R3xA,0.44,TRUE
Hanging Banded  Knee Tucks,Hanging Knee Tucks,https://www.youtube.com/watch?v=HD0NyTJOMcw,0.74,TRUE
Hip Circles Backward then Forward,Hip Circles Forward and Backwards,https://www.youtube.com/watch?v=YT5KXomKflY,0.54,TRUE
hip er flexion PRH,,,0.00,TRUE
Hip Flexion End Range Lift Off,,,0.00,TRUE
hip flexion end ranges lift  offs,,,0.00,TRUE
Hip Sleeper Stretch,,,0.00,TRUE
