exercise_name,matched_video_title,video_url,confidence,needs_review
Seated Med Ball Throw,Step Back Medicine Ball Throw,https://www.youtube.com/watch?v=Y-w8KNLsJWA,0.41,TRUE
Tug of War,,,0.00,TRUE
Team Juggle,,,0.00,TRUE
KB Drop Catch Humps,,,0.00,TRUE
DB Seated Hammer Curls,Seated DB Hammer Curls,https://www.youtube.com/watch?v=g1MPGaVoiU4,0.80,TRUE
DB Pause Reverse Lunge,DB Reverse Lunge,https://www.youtube.com/watch?v=WpPDPqCSZoI,0.76,TRUE
Whiffle Ball,,,0.00,TRUE
DB Loaded Calf Raises,DB Calf Raises,https://www.youtube.com/watch?v=1rczXb9XK0o,0.75,TRUE
Seated Med Ball Slams,Medicine Ball Slams,https://www.youtube.com/watch?v=ywXIzVyJQJ4,0.49,TRUE
Speed Wide Push-Ups,Wide Push Up,https://www.youtube.com/watch?v=OHdlYdKjfGE,0.49,TRUE
KB Curls 21s,KB Squats,https://www.youtube.com/watch?v=UanKNRvFoJY,0.39,TRUE
Eccentric Static Lunge,,,0.00,TRUE
DB Lateral Raises,DB Calf Raises,https://www.youtube.com/watch?v=1rczXb9XK0o,0.60,TRUE
DB Lateral Raise,DB Later Shoulder Raise,https://www.youtube.com/watch?v=0Q8gB5UQwCY,0.53,TRUE
split squat jumps,Split Stance Jumps,https://www.youtube.com/watch?v=2kZMtdOR0NQ,0.59,TRUE
Individual Finger Catches,,,0.00,TRUE
DB Incline Z Press,Incline DB Bench Press,https://www.youtube.com/watch?v=AOktha2jCuw,0.53,TRUE
Seated KB Arnold Press,DB KB Bench Press,https://www.youtube.com/watch?v=kqvr19FNuVo,0.45,TRUE
DB Incline Hex Press,Incline DB Bench Press,https://www.youtube.com/watch?v=AOktha2jCuw,0.52,TRUE
3 cone Sprint Backpedal Sprint,,,0.00,TRUE
DB Incline Floor Press,Incline DB Bench Press,https://www.youtube.com/watch?v=AOktha2jCuw,0.47,TRUE
Eccentric Trap Raise from Bench,,,0.00,TRUE
prone to sprint,Prone Scorpion,https://www.youtube.com/watch?v=L7JO2vZ3Xt0,0.46,TRUE
Incline DB Hex Press,Incline DB Bench Press,https://www.youtube.com/watch?v=AOktha2jCuw,0.70,TRUE
Sprint ball pick ups,Medicine Ball Push Ups,https://www.youtube.com/watch?v=_MMiLU6R3xA,0.44,TRUE
Squat to Jump,,,0.00,TRUE
A skip Backwards,,,0.00,TRUE
Eccentric TRX Triceps Extension,TRX Bridges,https://www.youtube.com/watch?v=TzoOmNDtngk,0.47,TRUE
Eccentric V Ups,,,0.00,TRUE
"walk , jog, run, sprint",,,0.00,TRUE
Db farmer walks,SA DB Farmer Walk,https://www.youtube.com/watch?v=5w5wtmu4Zq8,0.45,TRUE
DB Deficit Floor Press,DB Bench Press,https://www.youtube.com/watch?v=vtU7w_hyMa4,0.48,TRUE
DB Alternating Splits Squat Jumps,DB Bulgarian Split Squat,https://www.youtube.com/watch?v=qhgRFkbfCDw,0.42,TRUE
"Walk, jog , sprint",,,0.00,TRUE
Curveballs,,,0.00,TRUE
Curveball Blocks,,,0.00,TRUE
8 cone speed drill,,,0.00,TRUE
60 yard sprint,,,0.00,TRUE
Weighted Glute Bridge on Bench,Glute Bridge Slides,https://www.youtube.com/watch?v=wviGNxKU-ZI,0.39,TRUE
Standing DB Calf Raises,DB Calf Raises,https://www.youtube.com/watch?v=1rczXb9XK0o,0.73,TRUE
Crab sprints,Sled Sprints,https://www.youtube.com/watch?v=13msPgWZ0r8,0.47,TRUE
Concentration Curls,Cable Curls,https://www.youtube.com/watch?v=2p_XaFXEmMY,0.37,TRUE
College Lifting Program,,,0.00,TRUE
50 yard build ups,,,0.00,TRUE
Capture The Flag,,,0.00,TRUE
Explosive Archer Push-Ups,Medicine Ball Push Ups,https://www.youtube.com/watch?v=_MMiLU6R3xA,0.39,TRUE
5-10-5 shuttle drill,,,0.00,TRUE
Standing KB Calf Raise,Standing KB Side Stretch,https://www.youtube.com/watch?v=Ba0wtCnIMek,0.47,TRUE
Burpee Flip Cup,,,0.00,TRUE
Banded Close Grip Push Ups,Banded Push Up,https://www.youtube.com/watch?v=EIi2Wf1Yqs4,0.42,TRUE
Bulgarian Split Squats Holds,DB Bulgarian Split Squat,https://www.youtube.com/watch?v=qhgRFkbfCDw,0.39,TRUE
Start stop sprints,Sled Sprints,https://www.youtube.com/watch?v=13msPgWZ0r8,0.35,TRUE
40 yard sprint,,,0.00,TRUE
Wall Handstand Push-ups,Medicine Ball Push Ups,https://www.youtube.com/watch?v=_MMiLU6R3xA,0.39,TRUE
Broad Jumps,Box Jumps,https://www.youtube.com/watch?v=bzZ3EgZHSJI,0.49,TRUE
Pseudo Planche Push-Ups Feet elevated,,,0.00,TRUE
Wall Sit Calf Raise,SL Calf Raise Wall Sit,https://www.youtube.com/watch?v=zoNwE3bR2YI,0.57,TRUE
Reverse Sled Walks,OH Pull Sled Walks,https://www.youtube.com/watch?v=M0CHCdXBqeQ,0.47,TRUE
Explosive frog jumps,,,0.00,TRUE
Box Jump half of PR,,,0.00,TRUE
Seated Calf Extension,Seated Squat Calf Raises,https://www.youtube.com/watch?v=-bltN69UXnk,0.41,TRUE
Box hurdles,Box Jumps,https://www.youtube.com/watch?v=bzZ3EgZHSJI,0.42,TRUE
Explosive pike push-ups,Medicine Ball Push Ups,https://www.youtube.com/watch?v=_MMiLU6R3xA,0.41,TRUE
Bodyweight Hip Thrust w/ 3 sec Hold,,,0.00,TRUE
suicide sprints,Sled Sprints,https://www.youtube.com/watch?v=13msPgWZ0r8,0.47,TRUE
4 cone sprint shuffle backpedal,,,0.00,TRUE
Band Shoulder Dislocates,Banded Shoulder Flys,https://www.youtube.com/watch?v=vCiFm6gbpcQ,0.35,TRUE
falling sprint starts,,,0.00,TRUE
BB Squat,BB Squat,https://www.youtube.com/watch?v=jW1CPvulxhU,1.00,false
MB Chest Pass,,,0.00,TRUE
Banded Good Mornings,Bow Bar Good Morning,https://www.youtube.com/watch?v=ia78QfRqFeE,0.36,TRUE
BB Hip Thrust,Barbell Catches,https://www.youtube.com/watch?v=pHaeH_UDSXA,0.37,TRUE
BB Bulgarian Split Squats,DB Bulgarian Split Squat,https://www.youtube.com/watch?v=qhgRFkbfCDw,0.53,TRUE
Fastballs,,,0.00,TRUE
MB Weighted Pistol Squat,,,0.00,TRUE
Flip (Baseball),,,0.00,TRUE
Meal 1 Separate each meal by same time (2 Hr Separation),,,0.00,TRUE
Meal 1 Separate each meal by same time (3 Hr Separation),,,0.00,TRUE
Meal 1 Separate each meal by same time (4 Hr Separation),,,0.00,TRUE
Meal 1 Separate each meal by same time (5 Hr Separation),,,0.00,TRUE
Meal 2 Separate each meal by same time (2 Hr Separation),,,0.00,TRUE
Meal 2 Separate each meal by same time (3 Hr Separation),,,0.00,TRUE
Meal 2 Separate each meal by same time (4 Hr Separation),,,0.00,TRUE
Meal 2 Separate each meal by same time (5 Hr Separation),,,0.00,TRUE
Meal 3 Separate each meal by same time (2 Hr Separation),,,0.00,TRUE
Meal 3 Separate each meal by same time (3 Hr Separation),,,0.00,TRUE
Meal 3 Separate each meal by same time (4 Hr Separation),,,0.00,TRUE
Meal 3 Separate each meal by same time (5 Hr Separation),,,0.00,TRUE
Meal 4 Separate each meal by same time (2 Hr Separation),,,0.00,TRUE
Meal 4 Separate each meal by same time (3 Hr Separation),,,0.00,TRUE
Meal 4 Separate each meal by same time (4 Hr Separation),,,0.00,TRUE
Meal 5 Separate each meal by same time (2 Hr Separation),,,0.00,TRUE
Meal 5 Separate each meal by same time (3 Hr Separation),,,0.00,TRUE
Meal 6 Separate each meal by same time (2 Hr Separation),,,0.00,TRUE
TK Drop Catch,,,0.00,TRUE
Scap Retractions on Wall,,,0.00,TRUE
Scap Push Ups,Medicine Ball Push Ups,https://www.youtube.com/watch?v=_MMiLU6R3xA,0.44,TRUE
2 Ball (Baseball),,,0.00,TRUE
Med Ball Scoop Throw to Broad Jump,Seated Broad Jump,https://www.youtube.com/watch?v=dW3nVjzozkg,0.35,TRUE
Lunge ISO Holds,,,0.00,TRUE
Mini Band Clamshells,,,0.00,TRUE
Mini Band Lateral Hops,Single Leg Lateral Hurdle Hops,https://www.youtube.com/watch?v=oXnZq0SiW6o,0.37,TRUE
Mini hurdle lateral shuffle,Single Leg Lateral Hurdle Hops,https://www.youtube.com/watch?v=oXnZq0SiW6o,0.36,TRUE
Basketball Horse / Pig,,,0.00,TRUE
push up start sprints,Push Up,https://www.youtube.com/watch?v=6IjDFL2BdKs,0.43,TRUE
Banded Wall Sits,Banded 3 Way Wall Slides,https://www.youtube.com/watch?v=ixyCQFwKG_U,0.45,TRUE
Banded Floor Press,Banded DB Bench Press,https://www.youtube.com/watch?v=6QF6GzI-_mc,0.45,TRUE
Push- Up Isometric Holds,Push Up,https://www.youtube.com/watch?v=6IjDFL2BdKs,0.42,TRUE
Reactive ball tracks,,,0.00,TRUE
Flying Tens,,,0.00,TRUE
Light Catch,,,0.00,TRUE
3 cone 5-10-5,,,0.00,TRUE
Leg Extension,Leg Extension,https://www.youtube.com/watch?v=M2zdNOS6dU4,1.00,false
lateral step up,Lateral Scorpions,https://www.youtube.com/watch?v=3goth_uD0wU,0.39,TRUE
Pushup To Sprint,,,0.00,TRUE
No Lift / Rest Day,,,0.00,TRUE
frog hops,Pogo Hops,https://www.youtube.com/watch?v=GRqsvbtTXSg,0.47,TRUE
Nordic Hamstring,Nordic Hamstring Curl,https://www.youtube.com/watch?v=BEmD-Uhcz8c,0.70,TRUE
lateral shuffle sprints,Lateral Lunge Slides,https://www.youtube.com/watch?v=6sKOAgQ6EYY,0.36,TRUE
Banded Triceps Extension,,,0.00,TRUE
Tibialis Hold,Tibialis Curl,https://www.youtube.com/watch?v=L7Rg6nXSsxE,0.48,TRUE
Lateral Raise,Lateral Lunge,https://www.youtube.com/watch?v=w6C-U9OrCrQ,0.48,TRUE
Lateral Med Ball Toss,Lying Med Ball Press,https://www.youtube.com/watch?v=2wFMMBNeeyY,0.43,TRUE
Sweet 16's,,,0.00,TRUE
lateral hurdle to sprint,Single Leg Lateral Hurdle Hops,https://www.youtube.com/watch?v=oXnZq0SiW6o,0.37,TRUE
Glute Bridges,Glute Bridge Slides,https://www.youtube.com/watch?v=wviGNxKU-ZI,0.42,TRUE
Lateral Band Walks,Lateral Bounds,https://www.youtube.com/watch?v=8IcgdSicZlo,0.39,TRUE
Goblet Reverse Lunge,DB Reverse Lunge,https://www.youtube.com/watch?v=WpPDPqCSZoI,0.59,TRUE
Landmine Rotational Clean to Press,,,0.00,TRUE
outfield lateral hip drop,,,0.00,TRUE
hip turn sprints,No Arm Sprints,https://www.youtube.com/watch?v=x8pj-AGKZQA,0.37,TRUE
Overhead Marches,Overhead Dowel Sprints,https://www.youtube.com/watch?v=1smIc0PSYCI,0.35,TRUE
Overhead Sled marches,OH Pull Sled Walks,https://www.youtube.com/watch?v=M0CHCdXBqeQ,0.47,TRUE
Wall-Headstand Hold,,,0.00,TRUE
Partner Mirror Shuffle,,,0.00,TRUE
Partner Races,,,0.00,TRUE
partner release sprint,,,0.00,TRUE
Partner Wagon Relay Race,,,0.00,TRUE
ladder drills,,,0.00,TRUE
Hanging Leg Raise,Hanging Straight Leg Raises,https://www.youtube.com/watch?v=Za1DUWepySM,0.49,TRUE
reactive jumps,Skater Jumps,https://www.youtube.com/watch?v=FClFewZHCVU,0.43,TRUE
Pepper,,,0.00,TRUE
4 cone call out,,,0.00,TRUE
Incline Chest Fly holds,,,0.00,TRUE
Ten Yard Sprint,,,0.00,TRUE
King Of The Hill,,,0.00,TRUE
Rollover Get Up + Sprint,,,0.00,TRUE
Rest,,,0.00,TRUE
Pistol Squats,KB Squats,https://www.youtube.com/watch?v=UanKNRvFoJY,0.41,TRUE
Pitchers vs Hitters Race,,,0.00,TRUE
Team Tag,,,0.00,TRUE
Kettlebell Lateral Raises,KB SL Lateral Lunge With Slider,https://www.youtube.com/watch?v=1iFPgK98kPA,0.37,TRUE
Resistance Band Lat Prayer Stretch,Resistance Band Overhead Reach,https://www.youtube.com/watch?v=PHzktqlK9-0,0.43,TRUE
High knee speed bands,,,0.00,TRUE
Eccentric One Leg Wall Slide,Y Wall Slide,https://www.youtube.com/watch?v=Tn1matbVpbU,0.36,TRUE
Side Plank With KB,Side Plank,https://www.youtube.com/watch?v=WjcZhsb0a6M,0.59,TRUE
Relay Race,,,0.00,TRUE
Eccentric Nordic Hamstring Curls,Nordic Hamstring Curl,https://www.youtube.com/watch?v=BEmD-Uhcz8c,0.50,TRUE
Banded reverse fly,Banded RFESS,https://www.youtube.com/watch?v=GJG6L57rU2I,0.37,TRUE
Single leg balance holds,Single Leg Hops,https://www.youtube.com/watch?v=afPTCjMfbbI,0.47,TRUE
KB Sumo Deadlift,Sumo Deadlift,https://www.youtube.com/watch?v=3t1-PmGjfNQ,0.62,TRUE
Eccentric Pull Up,Pull Up,https://www.youtube.com/watch?v=Be9ifIlwLWU,0.56,TRUE
Eccentric Leg Extensions,Leg Extension,https://www.youtube.com/watch?v=M2zdNOS6dU4,0.37,TRUE
Eccentric Push Up,Push Up,https://www.youtube.com/watch?v=6IjDFL2BdKs,0.56,TRUE
TRX Bicep Curl,TRX Bridges,https://www.youtube.com/watch?v=TzoOmNDtngk,0.59,TRUE
Eccentric Lateral Lunge,Lateral Lunge,https://www.youtube.com/watch?v=w6C-U9OrCrQ,0.63,TRUE
High knees,Wall High Knee,https://www.youtube.com/watch?v=yGadlk5ef5M,0.38,TRUE
SL balance point verts,SL Hamstring Curl,https://www.youtube.com/watch?v=RTzXIh9FGeU,0.38,TRUE
Eccentric Lat Pull Down,,,0.00,TRUE
Eccentric Single Arm Band Curl,SA Hangs,https://www.youtube.com/watch?v=Z8MCY1UJDVk,0.37,TRUE
High Knees w/ Max Intent,,,0.00,TRUE
Eccentric Hamstring Slider,,,0.00,TRUE
Eccentric Single Arm Cable Curl,SA Cable Rows,https://www.youtube.com/watch?v=vvU0YrO7hXM,0.52,TRUE
KB Overhead Stability Hold,,,0.00,TRUE
Power Skips,A Skips,https://www.youtube.com/watch?v=dQdQyvzK9fA,0.48,TRUE
Eccentric Dumbbell Triceps Extension,DB OH Tricep Extension,https://www.youtube.com/watch?v=FZivby4swq4,0.41,TRUE
SL Glute bridge hold w/ mb,SL Elevated Glute Bridges,https://www.youtube.com/watch?v=ei593QBtVvA,0.38,TRUE
Eccentric Dumbbell Shoulder Press,Seated DB Shoulder Press,https://www.youtube.com/watch?v=yNgGE8rH0pA,0.68,TRUE
Eccentric Dumbbell Bench Press,DB Bench Press,https://www.youtube.com/watch?v=vtU7w_hyMa4,0.72,TRUE
backwards box jump,Skater Jump to Box Jump,https://www.youtube.com/watch?v=pKylDPcebEE,0.50,TRUE
Eccentric Deadlift to Box Jump,Skater Jump to Box Jump,https://www.youtube.com/watch?v=pKylDPcebEE,0.40,TRUE
Eccentric Bulgarian Split Squat,KB Bulgarian Split Squat,https://www.youtube.com/watch?v=0mnb3BqVn1Y,0.65,TRUE
Eccentric Single Arm Cable Fly,SA Cable Rows,https://www.youtube.com/watch?v=vvU0YrO7hXM,0.51,TRUE
TRX Knee Tucks,TRX Bridges,https://www.youtube.com/watch?v=TzoOmNDtngk,0.59,TRUE
Eccentric Barbell Seal Row,BB Seal Row,https://www.youtube.com/watch?v=12y8LwIpGoo,0.70,TRUE
TRX Mountain Climbers,TRX Bridges,https://www.youtube.com/watch?v=TzoOmNDtngk,0.56,TRUE
Eccentric Barbell RDL,Barbell RDL,https://www.youtube.com/watch?v=19BGKeWnBpk,0.74,TRUE
backpedal,,,0.00,TRUE
Weighted sled push,Weight Push Sled Walk,https://www.youtube.com/watch?v=TomJd3yhIVU,0.47,TRUE
Eccentric Barbell Hip Thrust,,,0.00,TRUE
Eccentric Barbell Box Squat,BB Squat,https://www.youtube.com/watch?v=jW1CPvulxhU,0.49,TRUE
Weighted Vest Incline Push-Ups,,,0.00,TRUE
Eccentric Barbell Bench Press,DB Bench Press,https://www.youtube.com/watch?v=vtU7w_hyMa4,0.47,TRUE
Eccentric Ab Wheel,Ab Wheel,https://www.youtube.com/watch?v=OrZDosQVS9E,0.58,TRUE
Eccentric Single Arm Dumbbell Cable Row,SA DB Row,https://www.youtube.com/watch?v=NUSVbpODY3k,0.64,TRUE
B skip backwards,,,0.00,TRUE
SL Reverse Hyper Drop Catch Lying Face Down,,,0.00,TRUE
Eccentric Single Arm Dumbbell Row,SA DB Row,https://www.youtube.com/watch?v=NUSVbpODY3k,0.76,TRUE
Sl sprints,Single Leg Hops,https://www.youtube.com/watch?v=afPTCjMfbbI,0.57,TRUE
Eccentric Single Arm Triceps Cable Extension,SA Cable Rows,https://www.youtube.com/watch?v=vvU0YrO7hXM,0.42,TRUE
SL Squat w/Anterior Load,Single Leg Lateral Squat,https://www.youtube.com/watch?v=pErj1JybRXk,0.46,TRUE
Eccentric Single Leg Calf Raises,Kneeling SL Calf Raises,https://www.youtube.com/watch?v=twIDGN9Qdu8,0.70,TRUE
"Rock, Paper, Scissors Base Running",,,0.00,TRUE
