title,url
Pogo Hops,https://www.youtube.com/watch?v=GRqsvbtTXSg
Pogo Hops,https://www.youtube.com/watch?v=GRqsvbtTXSg
Barbell Calf Raises,https://www.youtube.com/watch?v=ZJCbBUSr5mk
Barbell Calf Raises,https://www.youtube.com/watch?v=ZJCbBUSr5mk
KB RDL,https://www.youtube.com/watch?v=mv9aYirEYQI
KB RDL,https://www.youtube.com/watch?v=mv9aYirEYQI
DB RDL,https://www.youtube.com/watch?v=iGiH7rOYLhM
DB RDL,https://www.youtube.com/watch?v=iGiH7rOYLhM
Sumo Deadlift,https://www.youtube.com/watch?v=3t1-PmGjfNQ
Sumo Deadlift,https://www.youtube.com/watch?v=3t1-PmGjfNQ
Conventional Deadlift,https://www.youtube.com/watch?v=ROw61NrL-YI
Conventional Deadlift,https://www.youtube.com/watch?v=ROw61NrL-YI
Barbell Rows,https://www.youtube.com/watch?v=VruOUqnu-_I
Barbell Rows,https://www.youtube.com/watch?v=VruOUqnu-_I
Barbell RDL,https://www.youtube.com/watch?v=19BGKeWnBpk
Barbell RDL,https://www.youtube.com/watch?v=19BGKeWnBpk
Bow Bar Bench Press,https://www.youtube.com/watch?v=F55FhR_zTDk
Bow Bar Bench Press,https://www.youtube.com/watch?v=F55FhR_zTDk
Multi Grip Bench Press,https://www.youtube.com/watch?v=l_Riw2NovEk
Multi Grip Bench Press,https://www.youtube.com/watch?v=l_Riw2NovEk
Straight Bar Bench Press,https://www.youtube.com/watch?v=zUED7pI1Cmw
Straight Bar Bench Press,https://www.youtube.com/watch?v=zUED7pI1Cmw
Tall Kneeling MB Throw,https://www.youtube.com/watch?v=vmKoSZm2X4I
Tall Kneeling MB Throw,https://www.youtube.com/watch?v=vmKoSZm2X4I
Single Leg Lateral Squat,https://www.youtube.com/watch?v=pErj1JybRXk
Single Leg Lateral Squat,https://www.youtube.com/watch?v=pErj1JybRXk
Thread The Needle,https://www.youtube.com/watch?v=A9vk9uKQW8g
Thread The Needle,https://www.youtube.com/watch?v=A9vk9uKQW8g
Tall Kneeling To Broad Jump,https://www.youtube.com/watch?v=ick4YFW6n-s
Tall Kneeling To Broad Jump,https://www.youtube.com/watch?v=ick4YFW6n-s
Tall Kneeling To Broad Jump,https://www.youtube.com/watch?v=yTQjBpD776E
Tall Kneeling To Broad Jump,https://www.youtube.com/watch?v=yTQjBpD776E
Tall Kneeling To Box Jump,https://www.youtube.com/watch?v=X5A1D6rMX-w
Tall Kneeling To Box Jump,https://www.youtube.com/watch?v=X5A1D6rMX-w
45% Box Jump,https://www.youtube.com/watch?v=EVaKeSztA6A
45% Box Jump,https://www.youtube.com/watch?v=EVaKeSztA6A
Box Jumps,https://www.youtube.com/watch?v=bzZ3EgZHSJI
Box Jumps,https://www.youtube.com/watch?v=bzZ3EgZHSJI
Single Leg Lateral Box Jumps,https://www.youtube.com/watch?v=rFsQR2zVbKI
Single Leg Lateral Box Jumps,https://www.youtube.com/watch?v=rFsQR2zVbKI
Elevated Shoulder Plank Rebounds,https://www.youtube.com/watch?v=_QwKc3a5FgI
Elevated Shoulder Plank Rebounds,https://www.youtube.com/watch?v=_QwKc3a5FgI
Single Leg Box Jump,https://www.youtube.com/watch?v=B_18GKuVs0k
Single Leg Box Jump,https://www.youtube.com/watch?v=B_18GKuVs0k
Approach Box Jumps,https://www.youtube.com/watch?v=3AMmvd0UOBM
Approach Box Jumps,https://www.youtube.com/watch?v=3AMmvd0UOBM
Single Leg Lateral Hurdle Hops,https://www.youtube.com/watch?v=oXnZq0SiW6o
Single Leg Lateral Hurdle Hops,https://www.youtube.com/watch?v=oXnZq0SiW6o
Shoulder Touches,https://www.youtube.com/watch?v=VPEt_3OrTPo
Shoulder Touches,https://www.youtube.com/watch?v=VPEt_3OrTPo
Shoulder Plank,https://www.youtube.com/watch?v=BSvuY8u2Pvw
Shoulder Plank,https://www.youtube.com/watch?v=BSvuY8u2Pvw
Side Plank,https://www.youtube.com/watch?v=WjcZhsb0a6M
Side Plank,https://www.youtube.com/watch?v=WjcZhsb0a6M
Plank,https://www.youtube.com/watch?v=62hp4623Cq0
Plank,https://www.youtube.com/watch?v=62hp4623Cq0
Ab Wheel,https://www.youtube.com/watch?v=OrZDosQVS9E
Ab Wheel,https://www.youtube.com/watch?v=OrZDosQVS9E
Roll-In Club Swings,https://www.youtube.com/watch?v=f5rxOSJ7MfE
Roll-In Club Swings,https://www.youtube.com/watch?v=f5rxOSJ7MfE
Banded Bicep Curls,https://www.youtube.com/watch?v=YcojJvP99qk
Yoga Push Up,https://www.youtube.com/watch?v=cFyn_zWZJBU
Bench Dips,https://www.youtube.com/watch?v=Ym3WUFeDkGo
Banded DB Bench Press,https://www.youtube.com/watch?v=6QF6GzI-_mc
Diamond Push Up,https://www.youtube.com/watch?v=flueznWIU_o
Medicine Ball Russian Twists,https://www.youtube.com/watch?v=5PbRTv2AdKw
Banded Pec Flys,https://www.youtube.com/watch?v=hZdVesAuHHs
Hanging Flexion To Extension,https://www.youtube.com/watch?v=rarXJRoS-8M
Hanging Flexion To Extension,https://www.youtube.com/watch?v=rarXJRoS-8M
Seated DB Hammer Curls,https://www.youtube.com/watch?v=g1MPGaVoiU4
Seated DB Shoulder Press,https://www.youtube.com/watch?v=yNgGE8rH0pA
DB OH Tricep Extension,https://www.youtube.com/watch?v=FZivby4swq4
DB Bench Y's,https://www.youtube.com/watch?v=6DQGaRSmW-Q
DB Bench T's,https://www.youtube.com/watch?v=n-cBnTMuqiY
Incline DB Bench Press,https://www.youtube.com/watch?v=AOktha2jCuw
DB Bench Press,https://www.youtube.com/watch?v=vtU7w_hyMa4
SA DB Row,https://www.youtube.com/watch?v=NUSVbpODY3k
SA KB Row,https://www.youtube.com/watch?v=7bi1JXjaolA
DB KB Bench Press,https://www.youtube.com/watch?v=kqvr19FNuVo
Suitcases,https://www.youtube.com/watch?v=-FV6-vaYfm8
Side Lying Oblique Crunch,https://www.youtube.com/watch?v=3wwL-OBpLQE
Side Lying Oblique Crunch,https://www.youtube.com/watch?v=3wwL-OBpLQE
DB I's,https://www.youtube.com/watch?v=jbT_JWOCZcI
DB Y's,https://www.youtube.com/watch?v=73HzIMXrbYI
DB Later Shoulder Raise,https://www.youtube.com/watch?v=0Q8gB5UQwCY
DB Curl,https://www.youtube.com/watch?v=Q2qR-dXx2r8
DB Reverse Curl,https://www.youtube.com/watch?v=-1uW1Gt-Lcs
Lateral Quick Jumps,https://www.youtube.com/watch?v=bUl6wWxsQu4
Quadruped Shoulder CARS,https://www.youtube.com/watch?v=g18n6Hmp7YY
Bent Over Low Cable Pull,https://www.youtube.com/watch?v=7C0vbCRF8xg
Cable Machine Shoulder ER,https://www.youtube.com/watch?v=0GnWYYy44Vs
Seated DB Shoulder IR,https://www.youtube.com/watch?v=viYiTrVS41M
SL Lateral Jump With Turn,https://www.youtube.com/watch?v=N0VjQSB9P4Y
T Spine Flexion Extension From Bench,https://www.youtube.com/watch?v=k2TTn5h6ORM
Standing DB OH Press With Turn,https://www.youtube.com/watch?v=Kwvazc2eHOU
Seated OH DB Press With Turn,https://www.youtube.com/watch?v=B5DH6_5O8ik
Side Lying DB Shoulder ER,https://www.youtube.com/watch?v=STBD8roCT5I
Rack Monsters,https://www.youtube.com/watch?v=ZRU54RTShNw
Single Leg Hip Swings,https://www.youtube.com/watch?v=OGGR4LV3UNs
"Single Leg Ankle Flexion, Extension & CARS",https://www.youtube.com/watch?v=4IQ5aGXzYeM
Single Leg Box Squat With DB Raises,https://www.youtube.com/watch?v=yX8Plg7hR0Q
Chest Supported High Cable SA Row,https://www.youtube.com/watch?v=I3Ew1IThyV0
Low Cable Pull,https://www.youtube.com/watch?v=lvD3ebJr5m0
High Cable Pull,https://www.youtube.com/watch?v=3694cgLt5aI
DB Tricep Extensions,https://www.youtube.com/watch?v=3yBziKffkUI
Lying Med Ball Press,https://www.youtube.com/watch?v=2wFMMBNeeyY
Resistance Band Overhead Reach,https://www.youtube.com/watch?v=PHzktqlK9-0
DB I's,https://www.youtube.com/watch?v=SqB0w_g1xaI
